"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DE3ZKRDL","conferencePaper","2023","Jones, Corinne","Representations and privacy: Methodological questions for social media data","Proceedings of the 41st ACM international conference on design of communication","9798400703362","","10.1145/3615335.3623017","https://doi.org/10.1145/3615335.3623017","Social media requires that TPC researchers revisit questions of ethics and justice. Specifically, social media complicates ethical issues around representation and privacy. While representation must be localized, maintaining participant privacy can make localized representation difficult. Thus, in this paper, I outline how I navigated these ethical questions in research about an online activist campaign, #NotAgainSU. Specifically, I outline ethical complications that come up when using sentiment analysis, numerical data, and networks. I outline how I adapted, and I develop heuristic questions for future researchers.","2023","2024-07-07 16:25:37","2024-07-07 16:25:37","","96–102","","","","","","","Sigdoc '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3615335.3623017 Number of pages: 7 Place: Orlando, FL, USA","","","","ethics; methodology; social justice; social media; technical and professional communication; visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INRXBJLJ","conferencePaper","2014","Luz, Saturnino; Masoodian, Masood","Readability of a background map layer under a semi-transparent foreground layer","Proceedings of the 2014 international working conference on advanced visual interfaces","978-1-4503-2775-6","","10.1145/2598153.2598174","https://doi.org/10.1145/2598153.2598174","This study investigates the readability (interpretability) of information presented on a geographical map onto which a semi-transparent multivariate selection layer has been overlaid. The investigation is based on an information visualization prototype developed for a mobile platform (tablet devices) which aimed at supporting epidemiologists and medical staff in field data collection and epidemiological interpretation tasks. Different factors are analysed under varying transparency (alpha blending) levels, including: map interpretation task (covering ""seeing map"" and ""reading map"" tasks), legend symbol and map area type. Our results complement other studies that focused on the readability characteristics of items displayed on semi-transparent foreground layers developed in the context of ""toolglass"" interfaces. The implications of these results to the usability of transparency variable selection layers in geographical map applications are also discussed.","2014","2024-07-07 16:25:37","2024-07-07 16:25:37","","161–168","","","","","","","Avi '14","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/2598153.2598174 Number of pages: 8 Place: Como, Italy","","","","epidemiology; geographical maps; information visualization; transparency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQFLS55W","conferencePaper","2022","Hoque, Md Naimul; Ghai, Bhavya; Elmqvist, Niklas","DramatVis personae: Visual text analytics for identifying social biases in creative writing","Proceedings of the 2022 ACM designing interactive systems conference","978-1-4503-9358-4","","10.1145/3532106.3533526","https://doi.org/10.1145/3532106.3533526","Implicit biases and stereotypes are often pervasive in different forms of creative writing such as novels, screenplays, and children’s books. To understand the kind of biases writers are concerned about and how they mitigate those in their writing, we conducted formative interviews with nine writers. The interviews suggested that despite a writer’s best interest, tracking and managing implicit biases such as a lack of agency, supporting or submissive roles, or harmful language for characters representing marginalized groups is challenging as the story becomes longer and complicated. Based on the interviews, we developed DramatVis Personae (DVP), a visual analytics tool that allows writers to assign social identities to characters, and evaluate how characters and different intersectional social identities are represented in the story. To evaluate DVP, we first conducted think-aloud sessions with three writers and found that DVP is easy-to-use, naturally integrates into the writing process, and could potentially help writers in several critical bias identification tasks. We then conducted a follow-up user study with 11 writers and found that participants could answer questions related to bias detection more efficiently using DVP in comparison to a simple text editor.","2022","2024-07-07 16:25:37","2024-07-07 16:25:37","","1260–1276","","","","","","","Dis '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3532106.3533526 Number of pages: 17 Place: Virtual Event, Australia","","","","and NLP.; bias; Creative writing; visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QYVESUE3","journalArticle","2017","Faul, Franz","Toward a perceptually uniform parameter space for filter transparency","ACM Trans. Appl. Percept.","","1544-3558","10.1145/3022732","https://doi.org/10.1145/3022732","Filter models of perceptual transparency relate to regularities in the retinal projections caused by light transmitting objects like clear liquids or glass and have been found to predict the color conditions for perceptual transparency more accurately than alternative models. An important but unsolved problem is how exactly the model parameters are related to the properties of the perceived transparent layer. We previously proposed a parametrization in terms of hue, saturation, overall transmittance and clarity of the filter that seems to capture important dimensions of the phenomenal impressions. However, these parameters are not independent and the corresponding scales are not perceptually uniform. Here, an invertible transformation of this parameter space is proposed that strongly mitigates these problems. This results in a more intuitively interpretable parameter set that seems well suited for the analysis of existing stimuli and the generation of transparent overlays with predefined perceptual properties. The latter property makes it suitable for graphics and visualization applications.","2017-01","2024-07-07 16:25:37","2024-07-07 16:25:37","","","","2","14","","","","","","","","","","","","","","","","","Citation Key: 10.1145/3022732 Number of pages: 21 Place: New York, NY, USA Publisher: Association for Computing Machinery tex.articleno: 13 tex.issue_date: April 2017","","","","Color perception; transparency perception; transparency picker; visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTZPRSIW","conferencePaper","2018","Santos, Victor; Camara, Pedro; Bernardini, Flavia; Viterbo, Jose; Jorge, Douglas","A framework for constructing open data map visualizations","Proceedings of the XIV brazilian symposium on information systems","978-1-4503-6559-8","","10.1145/3229345.3229358","https://doi.org/10.1145/3229345.3229358","Open Government Data has been made available by public institutions in Brazil and the world, and can add value to various sectors of society. Open data is also linked to smart cities, and hence important in this context, as it is the first step towards public transparency. Despite the wide range of Open Government Data, interpreting such data sets is a non-trivial task, due to the massive amount of raw data. This stimulates the search for techniques and methodologies that allow the interpretation of implicit information and deduction of new knowledge. One of the approaches used for these tasks involves the use of data visualizations. In addition to data visualizations classically used in descriptive statistics for data analysis, such as line or bar charts, many web sites have been used map visualization techniques. This type of visualization is important, since visualization of georeferenced data combined with other types of information can aid its interpretation. However, for data visualization construction on maps, it is necessary that the objects to be visualized are georeferenced. There are standards for turning such data available, however they are diverse, which may make it difficult for a single tool to display views from different sources. This work aims to present a framework that defines data standards for constructing data visualizations on maps of various types. Based on this framework, a tool was implemented to facilitate the creation of different map views, both by developers of open data portals and by users who analyze such data.","2018","2024-07-07 16:25:37","2024-07-07 16:25:37","","","","","","","","","Sbsi '18","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3229345.3229358 Number of pages: 7 Place: Caxias do Sul, Brazil tex.articleno: 12","","","","Information Visualization in Maps; Open Government Data; Transparency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWLAXGB4","conferencePaper","2010","Luboschik, Martin; Radloff, Axel; Schumann, Heidrun","A new weaving technique for handling overlapping regions","Proceedings of the international conference on advanced visual interfaces","978-1-4503-0076-6","","10.1145/1842993.1842999","https://doi.org/10.1145/1842993.1842999","The use of transparencies is a common strategy in visual representations to guarantee the visibility of different overlapping graphical objects, especially, if no visibility-deciding order is given (e.g., importance, depth). Alpha-blending, however, could generate new colors that are not specified by the given color scale and overlapping shapes may become difficult to be separated visually and the selection of specific elements would be difficult. In this paper, we present a new approach for representing overlapping regions: Instead of blending different colors, our weaving technique separates the original colors and shapes are easier to differentiate. Due to a deterministic weaving order, all overlapping objects are visible. We apply our approach to scatter plot visualizations to enhance the communication of overlapping clusters.","2010","2024-07-07 16:25:37","2024-07-07 16:25:37","","25–32","","","","","","","Avi '10","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/1842993.1842999 Number of pages: 8 Place: Roma, Italy","","","","information visualization; interaction; overlapping; transparency; weaving","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHDJUC4M","conferencePaper","2023","Shrestha, Hilson; Cachel, Kathleen; Alkhathlan, Mallak; Rundensteiner, Elke; Harrison, Lane","Help or hinder? Evaluating the impact of fairness metrics and algorithms in visualizations for consensus ranking","Proceedings of the 2023 ACM conference on fairness, accountability, and transparency","9798400701924","","10.1145/3593013.3594108","https://doi.org/10.1145/3593013.3594108","For applications where multiple stakeholders provide recommendations, a fair consensus ranking must not only ensure that the preferences of rankers are well represented, but must also mitigate disadvantages among socio-demographic groups in the final result. However, there is little empirical guidance on the value or challenges of visualizing and integrating fairness metrics and algorithms into human-in-the-loop systems to aid decision-makers. In this work, we design a study to analyze the effectiveness of integrating such fairness metrics-based visualization and algorithms. We explore this through a task-based crowdsourced experiment comparing an interactive visualization system for constructing consensus rankings, ConsensusFuse, with a similar system that includes visual encodings of fairness metrics and fair-rank generation algorithms, FairFuse. We analyze the measure of fairness, agreement of rankers’ decisions, and user interactions in constructing the fair consensus ranking across these two systems. In our study with 200 participants, results suggest that providing these fairness-oriented support features nudges users to align their decision with the fairness metrics while minimizing the tedious process of manually having to amend the consensus ranking. We discuss the implications of these results for the design of next-generation fairness oriented-systems and along with emerging directions for future research.","2023","2024-07-07 16:25:37","2024-07-07 16:25:37","","1685–1698","","","","","","","FAccT '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3593013.3594108 Number of pages: 14 Place: Chicago, IL, USA","","","","empirical study; fairness; visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHUP94CH","conferencePaper","2024","Marques, João Marcelo Dos Santos; Ferreira, Simone Bacellar Leal","How to promote descriptions in dynamic charts in light of transparency? A study on the accessibility barriers faced by citizens with severe visual impairment: Como promover descrições em gráficos dinâmicos à luz da transparência? Um estudo sobre as barreiras de acessibilidade enfrentadas por cidadãos com deficiência visual grave","Proceedings of the 20th brazilian symposium on information systems","9798400709968","","10.1145/3658271.3658277","https://doi.org/10.1145/3658271.3658277","Context: With the advent of digital transformation, government agencies provide Information Systems (IS) with data visualizations, including dynamic graphs. However, people with severe visual impairment still face barriers on the Web when it comes to accessing the information presented in these graphics. Problem: This part of society cannot understand the information described in these visual contents, meaning they cannot graphically construct a mental model. Solution: Recommendations for improvements grouped into four categories covering familiarity with the use of keys, web content, understanding of information, preference for descriptions encoded in two categories (captions and values; color), navigation features, ways of acquiring descriptions, dissemination of information. SI Theory: This article was conceived under the umbrella of Software Systems Theory. Method: This work is empirical in nature with a qualitative methodological approach, in which direct observation and various research strategies, techniques and analysis of results were used. Summary Results: Based on a web survey with 41 participants and a subsequent field study with the participation of 12 people with visual impairments, the demands and preferences of these citizens were determined, based on tests carried out on portals at three government levels (municipal, state and federal) and semi-structured interviews. Contributions to SI: As a contribution, this article can assist research in Information Systems aiming at describing dynamic graphics from the perspective of information transparency for the understanding of citizens with visual impairments, in addition to promoting research in HCI and related areas aligned with GranDSI-BR 2016 -2026.CCS CONCEPTS • Human-centered computing; • Accessibility; • Accessibility systems and tools","2024","2024-07-07 16:25:37","2024-07-07 16:25:37","","","","","","","","","Sbsi '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3658271.3658277 Number of pages: 10 Place: Juiz de Fora, Brazil tex.articleno: 6","","","","accessibility; data visualization; information systems; transparency; visual impairment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49F2RGYK","conferencePaper","2022","Zheng, Xinyi; Rossi, Ryan A.; Ahmed, Nesreen K.; Moritz, Dominik","Network report: a structured description for network datasets","Proceedings of the 31st ACM international conference on information &amp; knowledge management","978-1-4503-9236-5","","10.1145/3511808.3557115","https://doi.org/10.1145/3511808.3557115","The rapid development of network science and technologies depends on shareable datasets. Currently, there is no standard practice for reporting and sharing network datasets. Some network dataset providers only share links, while others provide some contexts or basic statistics. As a result, critical information may be unintentionally dropped, and network dataset consumers may misunderstand or overlook critical aspects. Inappropriately using a network dataset can lead to severe consequences (e.g., discrimination) especially when machine learning models on networks are deployed in high-stake domains. Challenges arise as networks are often used across different domains (e.g., network science, physics, etc) and have complex structures. To facilitate the communication between network dataset providers and consumers, we propose network report. A network report is a structured description that summarizes and contextualizes a network dataset. Network report extends the idea of dataset reports (e.g., Datasheets for Datasets) from prior work with network-specific descriptions of the non-i.i.d. nature, demographic information, network characteristics, etc. We hope network reports encourage transparency and accountability in network research and development across different fields.","2022","2024-07-07 16:25:37","2024-07-07 16:25:37","","3694–3704","","","","","","","Cikm '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3511808.3557115 Number of pages: 11 Place: Atlanta, GA, USA","","","","fairness; graph; machine learning; network; visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQ9L8P5B","conferencePaper","2018","Degbelo, Auriol; Kauppinen, Tomi","Increasing transparency through web maps","Companion proceedings of the the web conference 2018","978-1-4503-5640-4","","10.1145/3184558.3191515","https://doi.org/10.1145/3184558.3191515","Recent years have witnessed progress of public institutions in making their datasets available online, free of charge, for re-use. This notwithstanding, there is still a long way to go to put the power of data in the hands of citizens. This article suggests that transparency in the context of open government can be increased through web maps featuring: i) Application Programming Interfaces (APIs) which support app and data usage tracking; and (ii) 'transparency badges' which inform the users about the presence/absence of extra, useful contextual information. Eight examples of web maps are introduced as proof of concept for the idea. Designing and implementing these web maps has reminded of the need of interactive guidelines to help non-experts select vocabularies, and datasets to link to. The ideas presented are relevant to making existing open data more user friendly (and ultimately more usable).","2018","2024-07-07 16:25:37","2024-07-07 16:25:37","","899–904","","","","","","","Www '18","","","","International World Wide Web Conferences Steering Committee","Republic and Canton of Geneva, CHE","","","","","","","","Citation Key: 10.1145/3184558.3191515 Number of pages: 6 Place: Lyon, France","","","","cartographic interaction primitives; linked data visualization; open geodata; transparency; visual variables; web maps","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQQ8D69A","conferencePaper","2002","Trembilski, Andrzej; Broßler, Andreas","Transparency for polygon based cloud rendering","Proceedings of the 2002 ACM symposium on applied computing","1-58113-445-2","","10.1145/508791.508943","https://doi.org/10.1145/508791.508943","For the local TV presentation of weather forecast data it is important to have high-quality and fast visualisation of clouds. In this paper we present surface-based transparency computation methods for the high performance visualisation of clouds from data produced by a routine meteorological weather simulation. In contrast to the state-of-the-art volume cloud visualisation we use only hardware-supported polygon-based transparency computation.","2002","2024-07-07 16:25:37","2024-07-07 16:25:37","","785–790","","","","","","","Sac '02","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/508791.508943 Number of pages: 6 Place: Madrid, Spain","","","","cloud modelling and visualisation; meteorological visualisation; transparency computation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIIAETDP","conferencePaper","2023","Marques, João Marcelo dos Santos; Ferreira, Simone Bacellar Leal","Description of dynamic images: a systematic mapping for the understanding and transparency of information that may be perceptible visually impaired citizens","Proceedings of the XIX brazilian symposium on information systems","9798400707599","","10.1145/3592813.3592910","https://doi.org/10.1145/3592813.3592910","Context: With the advent of the Web and the advancement of information and communication technologies (ICTs), society began to keep itself informed of facts and everyday events and can be connected anywhere on the planet. However, a portion of society, such as the visually impaired, still face major challenges in Information Systems (IS) on the Web regarding access to information in dynamic images. Problem: These citizens, in general, cannot understand the information described in these images, so that they can build a mental model. You need to provide alternative ways of describing them. Solution: In this article, studies were explored that could help in the description of dynamic images under the pillars of understanding, transparency of information and perception for the construction of SIs for the visually impaired. SI theory: This work follows the protocols adopted for systematic mapping directed to meta-analysis and hermeneutics. Method: A Systematic Mapping of the Literature was used following the steps of planning, conducting and analyzing the results. Summary Results: From the search repositories, 1019 studies were captured. After applying the evaluation criteria, 11 relevant studies were accepted. The results revealed that there are few studies in the development of technologies that use methods, models and techniques for the description of dynamic images. Contributions to IS: As a contribution, this work exposes research gaps for the creation of ISs that include descriptions in dynamic images for the understanding and transparency of perceptible information to people with visual impairments. In addition to instigating research in Human-Computer Interaction aligned with the GranDSI-BR 2016-2026.","2023","2024-07-07 16:25:37","2024-07-07 16:25:37","","229–236","","","","","","","Sbsi '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3592813.3592910 Number of pages: 8 Place: Maceió, Brazil","","","","accessibility; data visualization; information systems; systematic mapping of the literature; transparency; visual impairment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPDDY3RJ","journalArticle","2020","Gaie, Christophe","Providing detailed information on national policies to cope with the covid-19 pandemic","Digit. Gov.: Res. Pract.","","","10.1145/3428089","https://doi.org/10.1145/3428089","This article considers the valorization of government interventions to support the economy in France; in particular, it provides a detailed geovisualization of emergency funds granted to companies. Transparency of the actions performed to cope with the pandemic situation is offered by the combination of open data and the usage of a new open-source visualization framework. It provides the essential information of public policies for citizens, academics, companies, public decision makers, and so on. The proposed framework is completely customizable and may be easily re-used in many crisis management situations, such as hurricanes, earthquakes, flooding, nuclear disasters.","2020-11","2024-07-07 16:25:37","2024-07-07 16:25:37","","","","1","2","","","","","","","","","","","","","","","","","Citation Key: 10.1145/3428089 Number of pages: 11 Place: New York, NY, USA Publisher: Association for Computing Machinery tex.articleno: 7 tex.issue_date: January 2021","","","","economic subsidies; government intervention; open data; Open government; open-source algorithms; public policies; subsidies; transparency; visualization framework","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83293HLI","conferencePaper","2024","Krop, Philipp; Koch, Martin Jakobus; Carolus, Astrid; Latoschik, Marc Erich; Wienrich, Carolin","The effects of expertise, humanness, and congruence on perceived trust, warmth, competence and intention to use embodied AI","Extended abstracts of the 2024 CHI conference on human factors in computing systems","9798400703317","","10.1145/3613905.3650749","https://doi.org/10.1145/3613905.3650749","Even though people imagine different embodiments when asked which AI they would like to work with, most studies investigate trust in AI systems without specific physical appearances. This study aims to close this gap by combining influencing factors of trust to analyze their impact on the perceived trustworthiness, warmth, and competence of an embodied AI. We recruited 68 participants who observed three co-working scenes with an embodied AI, presented as expert/novice (expertise), human/AI (humanness), or congruent/slightly incongruent to the environment (congruence). Our results show that the expertise condition had the largest impact on trust, acceptance, and perceived warmth and competence. When controlled for perceived competence, the humanness of the AI and the congruence of its embodiment to the environment also influence acceptance. The results show that besides expertise and the perceived competence of the AI, other design variables are relevant for successful human-AI interaction, especially when the AI is embodied.","2024","2024-07-07 16:25:37","2024-07-07 16:25:37","","","","","","","","","Chi ea '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3613905.3650749 Number of pages: 9 tex.articleno: 316","","","","Congruence; Framing; Intelligent Agents; Technology Acceptance; Trust; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJYTI3ZS","conferencePaper","2008","Kittur, Aniket; Suh, Bongwon; Chi, Ed H.","Can you ever trust a wiki? impacting perceived trustworthiness in wikipedia","Proceedings of the 2008 ACM conference on computer supported cooperative work","978-1-60558-007-4","","10.1145/1460563.1460639","https://doi.org/10.1145/1460563.1460639","Wikipedia has become one of the most important information resources on the Web by promoting peer collaboration and enabling virtually anyone to edit anything. However, this mutability also leads many to distrust it as a reliable source of information. Although there have been many attempts at developing metrics to help users judge the trustworthiness of content, it is unknown how much impact such measures can have on a system that is perceived as inherently unstable. Here we examine whether a visualization that exposes hidden article information can impact readers' perceptions of trustworthiness in a wiki environment. Our results suggest that surfacing information relevant to the stability of the article and the patterns of editor behavior can have a significant impact on users' trust across a variety of page types.","2008","2024-07-07 16:25:37","2024-07-07 16:25:37","","477–480","","","","","","","Cscw '08","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/1460563.1460639 Number of pages: 4 Place: San Diego, CA, USA","","","","collaboration; social computing; stability; trust; visualization; wiki; wikipedia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZQGEBP2","conferencePaper","2013","Matuszak, William J.; DiPippo, Lisa; Sun, Yan Lindsay","CyberSAVe: situational awareness visualization for cyber security of smart grid systems","Proceedings of the tenth workshop on visualization for cyber security","978-1-4503-2173-0","","10.1145/2517957.2517961","https://doi.org/10.1145/2517957.2517961","We offer algorithms and visualization techniques for cyber trust in a Smart Grid system. Cyber trust is evaluated in terms of a mathematical model consisting of availability, detection and false alarm trust values, as well as a model of predictability. We develop a prototype Cyber Situational Awareness Visualization (CyberSAVe) tool to visualize cyber trust. We provide Operational Decision Aids (ODAs) displayed in context with a SCADA management information. We define cyber trust metrics, which are calculated and displayed in real-time in the Metric Assessment System (MAS) of CyberSAVe. We demonstrate the use of trust combined with visualization of trust to detect various types of attacks on the Smart Grid.","2013","2024-07-07 16:25:37","2024-07-07 16:25:37","","25–32","","","","","","","VizSec '13","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/2517957.2517961 Number of pages: 8 Place: Atlanta, Georgia, USA","","","","cyber security; framework; situational awareness; smart grid; trust; visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CK7CZVNA","conferencePaper","2019","Soroko, Daria; Döge, Nina; Al-Shafeei, Ahmed; Heuer, Hendrik","Unpacking a model: An interactive visualization of a text similarity algorithm for legal documents","Proceedings of mensch und computer 2019","978-1-4503-7198-8","","10.1145/3340764.3345371","https://doi.org/10.1145/3340764.3345371","This paper presents a functional prototype for an interactive web-based interface i_sift developed to foreground the decision-making process of an algorithm that detects similarities in legal texts through word embeddings. Using this as a case study in computational social science, our goal is, first, to highlight the importance of making computational tools and methods transparent to social scientists. Secondly, we suggest an approach that accomplishes this using methods and principles from interactive machine learning and the algorithmic experience framework.","2019","2024-07-07 16:25:37","2024-07-07 16:25:37","","875–879","","","","","","","MuC '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3340764.3345371 Number of pages: 5 Place: Hamburg, Germany","","","","algorithmic experience; algorithmic transparency; computational social science; explanation interface; interactive machine learning; visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82ZYBJ9W","conferencePaper","2022","Johnson, Brittany; Brun, Yuriy","Fairkit-learn: a fairness evaluation and comparison toolkit","Proceedings of the ACM/IEEE 44th international conference on software engineering: Companion proceedings","978-1-4503-9223-5","","10.1145/3510454.3516830","https://doi.org/10.1145/3510454.3516830","Advances in how we build and use software, specifically the integration of machine learning for decision making, have led to widespread concern around model and software fairness. We present fairkit-learn, an interactive Python toolkit designed to support data scientists' ability to reason about and understand model fairness. We outline how fairkit-learn can support model training, evaluation, and comparison and describe the potential benefit that comes with using fairkit-learn in comparison to the state-of-the-art. Fairkit-learn is open source at https://go.gmu.edu/fairkit-learn/.","2022","2024-07-07 16:25:38","2024-07-07 16:25:38","","70–74","","","","","","","Icse '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3510454.3516830 Number of pages: 5 Place: Pittsburgh, Pennsylvania","","","","bias-free software design; software fairness; visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4JVID3K","conferencePaper","2022","Ooge, Jeroen; Verbert, Katrien","Explaining artificial intelligence with tailored interactive visualisations","Companion proceedings of the 27th international conference on intelligent user interfaces","978-1-4503-9145-0","","10.1145/3490100.3516481","https://doi.org/10.1145/3490100.3516481","Artificial intelligence (AI) is becoming ubiquitous in the lives of both researchers and non-researchers, but AI models often lack transparency. To make well-informed and trustworthy decisions based on these models, people require explanations that indicate how to interpret the model outcomes. This paper presents our ongoing research in explainable AI, which investigates how visual analytics interfaces and visual explanations, tailored to the target audience and application domain, can make AI models more transparent and allow interactive steering based on domain expertise. First, we present our research questions and methods, contextualised by related work at the intersection of AI, human-computer interaction, and information visualisation. Then, we discuss our work so far in healthcare, agriculture, and education. Finally, we share our research ideas for additional studies in these domains.","2022","2024-07-07 16:25:38","2024-07-07 16:25:38","","120–123","","","","","","","IUI '22 companion","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3490100.3516481 Number of pages: 4 Place: Helsinki, Finland","","","","algorithmic transparency; explainability; information visualisation; interpretability; XAI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9R8CZSD","conferencePaper","2022","Doan, Xengie; Selzer, Annika; Rossi, Arianna; Botes, Wilhelmina Maria; Lenzini, Gabriele","Context, prioritization, and unexpectedness: Factors influencing user attitudes about infographic and comic consent","Companion proceedings of the web conference 2022","978-1-4503-9130-6","","10.1145/3487553.3524632","https://doi.org/10.1145/3487553.3524632","Being asked to agree to data disclosure is a ubiquitous experience in digital services - yet it is rare to encounter a well-designed consent experience. Considering the momentum for a European data space where personal information easily flows across organizations, sectors, and nations, solving the thorny issue of ”how to get consent right” cannot be postponed any further. In this paper, we describe the first findings from a study based on 24 semi-structured interviews investigating participants’ expectations and opinions toward a consent form redesigned as a comic and an infographic in a data-sharing scenario. We found that time, information prioritization, tone, and audience fit are crucial when individuals are invited to disclose their information and the infographic is a better fit in biomedical scenarios.","2022","2024-07-07 16:25:38","2024-07-07 16:25:38","","534–545","","","","","","","Www '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3487553.3524632 Number of pages: 12 Place: Virtual Event, Lyon, France","","","","comics; consent UX; data governance; health data sharing; transparency; visualizations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQ7PAG9E","conferencePaper","2024","Wang, Zezhong; Hao, Shan; Carpendale, Sheelagh","Card-based approach to engage exploring ethics in AI for data visualization","Extended abstracts of the 2024 CHI conference on human factors in computing systems","9798400703317","","10.1145/3613905.3650972","https://doi.org/10.1145/3613905.3650972","We present AI-VIS EthiCards, a card-based approach to explore ethics tailored for AI for visualization. The continuous integration of artificial intelligence and data visualization has brought about increased efficiency and benefits, yet inevitably raises ethical concerns. The emerging field of AI for visualization is marked by its inherent complexity, making it crucial for researchers, designers, and practitioners to cultivate ethical literacy and contemplate moral obligations within this intricate environment. These cards aim to aid users in learning, discussing, and reflecting on the ethical dilemmas that may arise from the integration of AI technology and visualization. The AI-VIS EthiCard set contains six themes: Goals, AI-VIS Tasks, Technologies, Ethical Principles, People-In-Focus, and Challenges, proposes various modes of use, including theoretical exploration, and design development simulations, with five activities. We aim to offer users an exploratory and open approach to discussions, providing multiple perspectives to guide ethical considerations when applying AI for visualization. The full set of cards is available at https://aivisethicards.github.io/.","2024","2024-07-07 16:25:38","2024-07-07 16:25:38","","","","","","","","","Chi ea '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Citation Key: 10.1145/3613905.3650972 Number of pages: 7 tex.articleno: 69","","","","Artificial intelligence; Card; Data visualization; Education; Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
